Category,City,Country,Customer ID,Customer Name,Discount Category ,Order Date,Order ID,Postal Code,Product ID,Product Name,Profit Status ,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Profit,Profit Ratio,Quantity,Sales,Shipping Days
Furniture,Lancaster,United States,LT-17110,Liz Thompson,Low Discount ,12-12-2015,CA-2015-154620,93534,FUR-CH-10004675,"Lifetime Advantage Folding Chairs, 4/Carton",Profit,West,Consumer,16-12-2015,Standard Class,California,Chairs,0.2,34.8928,0.1,2,348.928,4
Office Supplies,Richmond,United States,SA-20830,Sue Ann Reed,No Discount ,26-06-2015,CA-2015-115938,23223,OFF-BI-10001543,GBC VeloBinder Manual Binding System,Profit,South,Consumer,30-06-2015,Standard Class,Virginia,Binders,0,69.1008,0.48,4,143.96,4
Office Supplies,Richmond,United States,SA-20830,Sue Ann Reed,No Discount ,26-06-2015,CA-2015-115938,23223,OFF-ST-10001321,"Decoflex Hanging Personal Folder File, Blue",Profit,South,Consumer,30-06-2015,Standard Class,Virginia,Storage,0,4.1634,0.27,1,15.42,4
Office Supplies,Richmond,United States,SA-20830,Sue Ann Reed,No Discount ,26-06-2015,CA-2015-115938,23223,OFF-BI-10001132,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Profit,South,Consumer,30-06-2015,Standard Class,Virginia,Binders,0,21.0896,0.49,8,43.04,4
Furniture,Richmond,United States,SA-20830,Sue Ann Reed,No Discount ,26-06-2015,CA-2015-115938,23223,FUR-CH-10003199,Office Star - Contemporary Task Swivel Chair,Profit,South,Consumer,30-06-2015,Standard Class,Virginia,Chairs,0,79.9056,0.24,3,332.94,4
Technology,Asheville,United States,JK-15730,Joe Kamberova,Low Discount ,20-05-2016,CA-2016-105256,28806,TEC-PH-10001530,Cisco Unified IP Phone 7945G VoIP phone,Profit,South,Consumer,20-05-2016,Same Day,North Carolina,Phones,0.2,85.2475,0.0625,5,1363.96,0
Office Supplies,San Francisco,United States,ES-14020,Erica Smith,No Discount ,20-09-2014,CA-2014-156433,94110,OFF-LA-10001569,Avery 499,Profit,West,Consumer,26-09-2014,Standard Class,California,Labels,0,4.5816,0.46,2,9.96,6
Office Supplies,San Francisco,United States,ES-14020,Erica Smith,No Discount ,20-09-2014,CA-2014-156433,94110,OFF-PA-10003724,"Wirebound Message Book, 4 per Page",Profit,West,Consumer,26-09-2014,Standard Class,California,Paper,0,10.6428,0.49,4,21.72,6
Office Supplies,Rochester,United States,RH-19495,Rick Hansen,No Discount ,21-09-2017,CA-2017-151428,55901,OFF-BI-10000546,Avery Durable Binders,Profit,Central,Consumer,26-09-2017,Standard Class,Minnesota,Binders,0,9.8784,0.49,7,20.16,5
Office Supplies,Rochester,United States,DB-13120,David Bremer,No Discount ,24-12-2015,CA-2015-124653,14609,OFF-PA-10000176,Xerox 1887,Profit,East,Corporate,26-12-2015,First Class,New York,Paper,0,63.7392,0.48,7,132.79,2
Office Supplies,Rochester,United States,DB-13120,David Bremer,No Discount ,24-12-2015,CA-2015-124653,14609,OFF-PA-10002365,Xerox 1967,Profit,East,Corporate,26-12-2015,First Class,New York,Paper,0,6.2208,0.48,2,12.96,2
Office Supplies,Rochester,United States,DB-13120,David Bremer,No Discount ,24-12-2015,CA-2015-124653,14609,OFF-LA-10002271,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,Profit,East,Corporate,26-12-2015,First Class,New York,Labels,0,10.3488,0.48,7,21.56,2
Furniture,Lake Elsinore,United States,CD-11920,Carlos Daly,Low Discount ,27-11-2015,CA-2015-101910,92530,FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",Profit,West,Consumer,03-12-2015,Standard Class,California,Chairs,0.2,17.745,0.0625,5,283.92,6
Furniture,San Diego,United States,HW-14935,Helen Wasserman,No Discount ,20-02-2017,CA-2017-105809,92105,FUR-FU-10004090,"Executive Impressions 14"" Contract Wall Clock",Profit,West,Corporate,23-02-2017,First Class,California,Furnishings,0,7.3359,0.33,1,22.23,3
Technology,San Diego,United States,HW-14935,Helen Wasserman,Low Discount ,20-02-2017,CA-2017-105809,92105,TEC-PH-10001580,Logitech Mobile Speakerphone P710e - speaker phone,Profit,West,Corporate,23-02-2017,First Class,California,Phones,0.2,18.8972,0.0875,2,215.968,3
Office Supplies,New York City,United States,HW-14935,Helen Wasserman,No Discount ,18-08-2016,CA-2016-136133,10024,OFF-AP-10000576,Belkin 7 Outlet SurgeMaster II,Profit,East,Corporate,23-08-2016,Second Class,New York,Appliances,0,99.4896,0.28,9,355.32,5
Office Supplies,Monroe,United States,MC-18130,Mike Caudle,No Discount ,12-03-2016,CA-2016-115504,71203,OFF-PA-10003953,Xerox 218,Profit,South,Corporate,17-03-2016,Standard Class,Louisiana,Paper,0,6.2208,0.48,2,12.96,5
Furniture,San Francisco,United States,GM-14440,Gary McGarr,No Discount ,22-04-2017,CA-2017-135783,94122,FUR-FU-10000794,"Eldon Stackable Tray, Side-Load, Legal, Smoke",Profit,West,Consumer,24-04-2017,First Class,California,Furnishings,0,6.2152,0.34,2,18.28,2
Office Supplies,Denver,United States,RA-19915,Russell Applegate,Low Discount ,01-11-2014,CA-2014-134313,80219,OFF-AR-10001897,Model L Table or Wall-Mount Pencil Sharpener,Profit,West,Consumer,07-11-2014,Standard Class,Colorado,Art,0.2,4.3176,0.1,3,43.176,6
Technology,Denver,United States,RA-19915,Russell Applegate,Low Discount ,01-11-2014,CA-2014-134313,80219,TEC-PH-10001795,ClearOne CHATAttach 160 - speaker phone,Profit,West,Consumer,07-11-2014,Standard Class,Colorado,Phones,0.2,247.996,0.125,4,1983.968,6
Furniture,Omaha,United States,AA-10375,Allen Armold,No Discount ,03-02-2015,CA-2015-140921,68104,FUR-FU-10003347,Coloredge Poster Frame,Profit,Central,Consumer,05-02-2015,First Class,Nebraska,Furnishings,0,11.076,0.39,2,28.4,2
Technology,Omaha,United States,AA-10375,Allen Armold,No Discount ,03-02-2015,CA-2015-140921,68104,TEC-AC-10004901,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,Profit,Central,Consumer,05-02-2015,First Class,Nebraska,Accessories,0,50.9898,0.34,3,149.97,2
Office Supplies,Edmonds,United States,ZC-21910,Zuschuss Carroll,No Discount ,13-10-2014,CA-2014-151995,98026,OFF-AR-10003190,Newell 32,Profit,West,Consumer,15-10-2014,First Class,Washington,Art,0,3.2256,0.28,4,11.52,2
Furniture,Edmonds,United States,ZC-21910,Zuschuss Carroll,No Discount ,13-10-2014,CA-2014-151995,98026,FUR-TA-10002903,"Bevis Round Bullnose 29"" High Table Top",Profit,West,Consumer,15-10-2014,First Class,Washington,Tables,0,311.652,0.24,5,1298.55,2
Office Supplies,Edmonds,United States,ZC-21910,Zuschuss Carroll,No Discount ,13-10-2014,CA-2014-151995,98026,OFF-AP-10000240,Belkin F9G930V10-GRY 9 Outlet Surge,Profit,West,Consumer,15-10-2014,First Class,Washington,Appliances,0,62.0368,0.29,4,213.92,2
Technology,Edmonds,United States,ZC-21910,Zuschuss Carroll,No Discount ,13-10-2014,CA-2014-151995,98026,TEC-AC-10001101,Sony 16GB Class 10 Micro SDHC R40 Memory Card,Profit,West,Consumer,15-10-2014,First Class,Washington,Accessories,0,2.578,0.1,2,25.78,2
Furniture,Santa Ana,United States,PJ-19015,Pauline Johnson,No Discount ,14-05-2017,CA-2017-143686,92704,FUR-FU-10000794,"Eldon Stackable Tray, Side-Load, Legal, Smoke",Profit,West,Consumer,14-05-2017,Same Day,California,Furnishings,0,6.2152,0.34,2,18.28,0
Technology,Santa Ana,United States,PJ-19015,Pauline Johnson,No Discount ,14-05-2017,CA-2017-143686,92704,TEC-AC-10001838,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,Profit,West,Consumer,14-05-2017,Same Day,California,Accessories,0,601.9699,0.43,7,1399.93,0
Office Supplies,Milwaukee,United States,BW-11110,Bart Watters,No Discount ,20-03-2015,CA-2015-106565,53209,OFF-PA-10000061,Xerox 205,Profit,Central,Corporate,23-03-2015,First Class,Wisconsin,Paper,0,24.8832,0.48,8,51.84,3
Office Supplies,Philadelphia,United States,DB-13210,Dean Braden,Low Discount ,15-09-2016,CA-2016-149370,19140,OFF-PA-10003651,Xerox 1968,Profit,East,Consumer,19-09-2016,Standard Class,Pennsylvania,Paper,0.2,1.8704,0.35,1,5.344,4
Office Supplies,Philadelphia,United States,CA-12775,Cynthia Arntzen,Low Discount ,28-06-2014,CA-2014-140858,19140,OFF-PA-10000304,Xerox 1995,Profit,East,Consumer,02-07-2014,Standard Class,Pennsylvania,Paper,0.2,14.5152,0.35,8,41.472,4
Office Supplies,Philadelphia,United States,CA-12775,Cynthia Arntzen,High Discount ,28-06-2014,CA-2014-140858,19140,OFF-BI-10003094,Self-Adhesive Ring Binder Labels,Loss,East,Consumer,02-07-2014,Standard Class,Pennsylvania,Binders,0.7,-2.4288,-0.766666667,3,3.168,4
Furniture,Philadelphia,United States,CA-12775,Cynthia Arntzen,Medium Discount,28-06-2014,CA-2014-140858,19140,FUR-CH-10001394,Global Leather Executive Chair,Break Even ,East,Consumer,02-07-2014,Standard Class,Pennsylvania,Chairs,0.3,0,0,5,1228.465,4
Office Supplies,Philadelphia,United States,CA-12775,Cynthia Arntzen,High Discount ,28-06-2014,CA-2014-140858,19140,OFF-BI-10004230,GBC Recycled Grain Textured Covers,Loss,East,Consumer,02-07-2014,Standard Class,Pennsylvania,Binders,0.7,-22.7964,-0.733333333,3,31.086,4
Office Supplies,Philadelphia,United States,CA-12775,Cynthia Arntzen,Low Discount ,28-06-2014,CA-2014-140858,19140,OFF-PA-10003395,Xerox 1941,Profit,East,Consumer,02-07-2014,Standard Class,Pennsylvania,Paper,0.2,117.432,0.35,4,335.52,4
Technology,Belleville,United States,TR-21325,Toby Ritter,No Discount ,20-06-2017,CA-2017-101434,7109,TEC-AC-10002402,Razer Kraken PRO Over Ear PC and Music Headset,Profit,East,Consumer,27-06-2017,Standard Class,New Jersey,Accessories,0,71.991,0.3,3,239.97,7
Office Supplies,Belleville,United States,TR-21325,Toby Ritter,No Discount ,20-06-2017,CA-2017-101434,7109,OFF-LA-10003223,Avery 508,Profit,East,Consumer,27-06-2017,Standard Class,New Jersey,Labels,0,4.8118,0.49,2,9.82,7
Technology,San Francisco,United States,PG-18820,Patrick Gardner,No Discount ,09-05-2014,US-2014-102071,94110,TEC-AC-10003441,Kingston Digital DataTraveler 32GB USB 2.0,Profit,West,Consumer,15-05-2014,Standard Class,California,Accessories,0,4.068,0.06,4,67.8,6
Technology,San Francisco,United States,PG-18820,Patrick Gardner,No Discount ,09-05-2014,US-2014-102071,94110,TEC-AC-10000109,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Profit,West,Consumer,15-05-2014,Standard Class,California,Accessories,0,40.3128,0.24,3,167.97,6
Office Supplies,Lakeville,United States,GT-14710,Greg Tran,No Discount ,21-08-2017,CA-2017-126956,55044,OFF-FA-10002280,Advantus Plastic Paper Clips,Profit,Central,Consumer,28-08-2017,Standard Class,Minnesota,Fasteners,0,16.8,0.48,7,35,7
Office Supplies,Lakeville,United States,GT-14710,Greg Tran,No Discount ,21-08-2017,CA-2017-126956,55044,OFF-SU-10000381,Acme Forged Steel Scissors with Black Enamel Handles,Profit,Central,Consumer,28-08-2017,Standard Class,Minnesota,Supplies,0,10.7996,0.29,4,37.24,7
Office Supplies,Lakeville,United States,GT-14710,Greg Tran,No Discount ,21-08-2017,CA-2017-126956,55044,OFF-EN-10004459,Security-Tint Envelopes,Profit,Central,Consumer,28-08-2017,Standard Class,Minnesota,Envelopes,0,7.4872,0.49,2,15.28,7
Furniture,Florence,United States,JE-15745,Joel Eaton,No Discount ,16-06-2017,CA-2017-129462,41042,FUR-CH-10000665,"Global Airflow Leather Mesh Back Chair, Black",Profit,South,Consumer,21-06-2017,Second Class,Kentucky,Chairs,0,90.588,0.3,2,301.96,5
Office Supplies,Florence,United States,JE-15745,Joel Eaton,No Discount ,16-06-2017,CA-2017-129462,41042,OFF-AP-10003884,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",Profit,South,Consumer,21-06-2017,Second Class,Kentucky,Appliances,0,50.5848,0.28,3,180.66,5
Technology,Florence,United States,JE-15745,Joel Eaton,No Discount ,16-06-2017,CA-2017-129462,41042,TEC-PH-10001557,Pyle PMP37LED,Profit,South,Consumer,21-06-2017,Second Class,Kentucky,Phones,0,51.8346,0.27,2,191.98,5
Technology,Florence,United States,JE-15745,Joel Eaton,No Discount ,16-06-2017,CA-2017-129462,41042,TEC-PH-10002085,Clarity 53712,Profit,South,Consumer,21-06-2017,Second Class,Kentucky,Phones,0,17.1574,0.26,1,65.99,5
Office Supplies,Tampa,United States,JB-15400,Jennifer Braxton,Low Discount ,23-07-2016,CA-2016-165316,33614,OFF-AR-10002956,Boston 16801 Nautilus Battery Pencil Sharpener,Profit,South,Corporate,27-07-2016,Standard Class,Florida,Art,0.2,2.6412,0.075,2,35.216,4
Office Supplies,Tampa,United States,JB-15400,Jennifer Braxton,Low Discount ,23-07-2016,CA-2016-165316,33614,OFF-AP-10003266,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Profit,South,Corporate,27-07-2016,Standard Class,Florida,Appliances,0.2,6.5164,0.275,2,23.696,4
Technology,Tampa,United States,JB-15400,Jennifer Braxton,Medium Discount,23-07-2016,CA-2016-165316,33614,TEC-MA-10004002,Zebra GX420t Direct Thermal/Thermal Transfer Printer,Loss,South,Corporate,27-07-2016,Standard Class,Florida,Machines,0.5,-111.4995,-0.42,1,265.475,4
Office Supplies,Tyler,United States,LH-17020,Lisa Hazard,High Discount ,08-09-2014,US-2014-115987,75701,OFF-BI-10001071,GBC ProClick Punch Binding System,Loss,Central,Consumer,13-09-2014,Second Class,Texas,Binders,0.8,-79.3352,-1.55,4,51.184,5
Office Supplies,Columbia,United States,JL-15175,James Lanier,Low Discount ,04-11-2017,US-2017-156083,38401,OFF-PA-10001560,"Adams Telephone Message Books, 5 1/4” x 11”",Profit,South,Home Office,11-11-2017,Standard Class,Tennessee,Paper,0.2,3.2616,0.3375,2,9.664,7
Technology,Fort Worth,United States,EB-13705,Ed Braxton,Low Discount ,07-03-2016,US-2016-137547,76106,TEC-PH-10002365,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,Profit,Central,Corporate,12-03-2016,Standard Class,Texas,Phones,0.2,1.5804,0.075,3,21.072,5
Office Supplies,New York City,United States,BM-11650,Brian Moss,No Discount ,20-11-2015,CA-2015-100454,10035,OFF-AR-10004648,Boston 19500 Mighty Mite Electric Pencil Sharpener,Profit,East,Corporate,25-11-2015,Standard Class,New York,Art,0,16.3215,0.27,3,60.45,5
Office Supplies,New York City,United States,BM-11650,Brian Moss,No Discount ,20-11-2015,CA-2015-100454,10035,OFF-AR-10002578,Newell 335,Profit,East,Corporate,25-11-2015,Standard Class,New York,Art,0,3.3408,0.29,4,11.52,5
Furniture,New York City,United States,BM-11650,Brian Moss,Low Discount ,20-11-2015,CA-2015-100454,10035,FUR-BO-10001519,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Profit,East,Corporate,25-11-2015,Standard Class,New York,Bookcases,0.2,9.3024,0.05,4,186.048,5
Office Supplies,Los Angeles,United States,EM-14095,Eudokia Martin,Low Discount ,07-11-2016,CA-2016-161669,90036,OFF-BI-10001294,Fellowes Binding Cases,Profit,West,Corporate,09-11-2016,First Class,California,Binders,0.2,11.7,0.3125,4,37.44,2
Office Supplies,Los Angeles,United States,EM-14095,Eudokia Martin,Low Discount ,07-11-2016,CA-2016-161669,90036,OFF-BI-10001636,Ibico Plastic and Wire Spiral Binding Combs,Profit,West,Corporate,09-11-2016,First Class,California,Binders,0.2,8.7672,0.325,4,26.976,2
Office Supplies,Los Angeles,United States,EM-14095,Eudokia Martin,No Discount ,07-11-2016,CA-2016-161669,90036,OFF-SU-10002503,Acme Preferred Stainless Steel Scissors,Profit,West,Corporate,09-11-2016,First Class,California,Supplies,0,3.2944,0.29,2,11.36,2
Office Supplies,Los Angeles,United States,EM-14095,Eudokia Martin,No Discount ,07-11-2016,CA-2016-161669,90036,OFF-LA-10004093,Avery 486,Profit,West,Corporate,09-11-2016,First Class,California,Labels,0,6.8714,0.47,2,14.62,2
Technology,Louisville,United States,AF-10885,Art Foster,No Discount ,13-10-2015,CA-2015-114300,40214,TEC-PH-10001552,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Profit,South,Consumer,17-10-2015,Standard Class,Kentucky,Phones,0,23.4416,0.28,7,83.72,4
Furniture,Louisville,United States,AF-10885,Art Foster,No Discount ,13-10-2015,CA-2015-114300,40214,FUR-CH-10001891,Global Deluxe Office Fabric Chairs,Profit,South,Consumer,17-10-2015,Standard Class,Kentucky,Chairs,0,77.7438,0.27,3,287.94,4
Furniture,Lorain,United States,GA-14725,Guy Armstrong,Low Discount ,01-01-2017,CA-2017-107503,44052,FUR-FU-10003878,"Linden 10"" Round Wall Clock, Black",Profit,East,Consumer,06-01-2017,Standard Class,Ohio,Furnishings,0.2,8.5568,0.175,4,48.896,5
Technology,Linden,United States,CK-12760,Cyma Kinney,No Discount ,07-02-2014,CA-2014-107755,7036,TEC-AC-10000710,Maxell DVD-RAM Discs,Profit,East,Corporate,12-02-2014,Standard Class,New Jersey,Accessories,0,49.6048,0.43,7,115.36,5
Office Supplies,Salinas,United States,DP-13105,Dave Poirier,No Discount ,20-06-2016,CA-2016-152534,93905,OFF-AR-10002335,DIXON Oriole Pencils,Profit,West,Corporate,25-06-2016,Second Class,California,Art,0,1.3416,0.26,2,5.16,5
Office Supplies,Salinas,United States,DP-13105,Dave Poirier,No Discount ,20-06-2016,CA-2016-152534,93905,OFF-PA-10001870,Xerox 202,Profit,West,Corporate,25-06-2016,Second Class,California,Paper,0,18.6624,0.48,6,38.88,5
Office Supplies,Jackson,United States,VD-21670,Valerie Dominguez,No Discount ,28-05-2016,CA-2016-113747,39212,OFF-AR-10003373,"Boston School Pro Electric Pencil Sharpener, 1670",Profit,South,Consumer,04-06-2016,Standard Class,Mississippi,Art,0,50.1876,0.27,6,185.88,7
Furniture,New York City,United States,GT-14710,Greg Tran,No Discount ,19-02-2016,CA-2016-123274,10035,FUR-FU-10004090,"Executive Impressions 14"" Contract Wall Clock",Profit,East,Consumer,24-02-2016,Standard Class,New York,Furnishings,0,14.6718,0.33,2,44.46,5
Office Supplies,New York City,United States,GT-14710,Greg Tran,No Discount ,19-02-2016,CA-2016-123274,10035,OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black,Profit,East,Consumer,24-02-2016,Standard Class,New York,Storage,0,9.7176,0.04,3,242.94,5
Office Supplies,New York City,United States,BK-11260,Berenike Kampe,No Discount ,03-08-2014,CA-2014-125612,10035,OFF-PA-10001019,Xerox 1884,Profit,East,Consumer,08-08-2014,Standard Class,New York,Paper,0,18.7812,0.47,2,39.96,5
Office Supplies,New York City,United States,BK-11260,Berenike Kampe,No Discount ,03-08-2014,CA-2014-125612,10035,OFF-SU-10002537,Acme Box Cutter Scissors,Profit,East,Consumer,08-08-2014,Standard Class,New York,Supplies,0,26.598,0.26,10,102.3,5
Office Supplies,New York City,United States,BK-11260,Berenike Kampe,No Discount ,03-08-2014,CA-2014-125612,10035,OFF-ST-10003221,Staple magnet,Profit,East,Consumer,08-08-2014,Standard Class,New York,Storage,0,5.7672,0.27,2,21.36,5
Office Supplies,New Brunswick,United States,SJ-20125,Sanjit Jacobs,No Discount ,10-04-2017,CA-2017-161984,8901,OFF-PA-10004569,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",Profit,East,Home Office,15-04-2017,Standard Class,New Jersey,Paper,0,3.5767,0.47,1,7.61,5
Office Supplies,New Brunswick,United States,SJ-20125,Sanjit Jacobs,No Discount ,10-04-2017,CA-2017-161984,8901,OFF-FA-10000624,OIC Binder Clips,Profit,East,Home Office,15-04-2017,Standard Class,New Jersey,Fasteners,0,3.58,0.5,2,7.16,5
Office Supplies,San Francisco,United States,CM-12445,Chuck Magee,No Discount ,09-06-2014,CA-2014-133851,94122,OFF-SU-10001225,Staple remover,Profit,West,Consumer,16-06-2014,Standard Class,California,Supplies,0,0.1472,0.02,2,7.36,7
Office Supplies,San Francisco,United States,CM-12445,Chuck Magee,No Discount ,09-06-2014,CA-2014-133851,94122,OFF-AR-10003752,Deluxe Chalkboard Eraser Cleaner,Profit,West,Consumer,16-06-2014,Standard Class,California,Art,0,10.626,0.46,2,23.1,7
Technology,Jacksonville,United States,AJ-10795,Anthony Johnson,Low Discount ,05-01-2016,CA-2016-134474,32216,TEC-AC-10001714,Logitech MX Performance Wireless Mouse,Profit,South,Corporate,07-01-2016,Second Class,Florida,Accessories,0.2,40.6878,0.2125,6,191.472,2
Office Supplies,Jacksonville,United States,AJ-10795,Anthony Johnson,Low Discount ,05-01-2016,CA-2016-134474,32216,OFF-AR-10003958,Newell 337,Profit,South,Corporate,07-01-2016,Second Class,Florida,Art,0.2,0.5904,0.1125,2,5.248,2
Technology,Jacksonville,United States,AJ-10795,Anthony Johnson,Low Discount ,05-01-2016,CA-2016-134474,32216,TEC-PH-10002923,"Logitech B530 USB Headset - headset - Full size, Binaural",Profit,South,Corporate,07-01-2016,Second Class,Florida,Phones,0.2,5.1786,0.0875,2,59.184,2
Office Supplies,Springfield,United States,AJ-10780,Anthony Jacobs,No Discount ,10-01-2014,CA-2014-149020,22153,OFF-LA-10004272,Avery 482,Profit,South,Corporate,15-01-2014,Standard Class,Virginia,Labels,0,1.3583,0.47,1,2.89,5
